#  N  alpha  stepsdec  av(e)   err(e)   P(sol)  runtime   std(runtime)    nsamples
512	3.750	1	0.987	0.029	0.328	4.802	0.013	1000
512	3.800	1	1.232	0.034	0.255	2.550	0.016	1000
512	3.820	1	1.352	0.035	0.225	2.691	0.015	1000
512	3.840	1	1.413	0.034	0.199	2.875	0.010	1000
512	3.860	1	1.555	0.035	0.155	2.833	0.012	1000
512	3.880	1	1.702	0.038	0.139	2.377	0.015	1000
512	3.900	1	1.818	0.039	0.126	2.676	0.015	1000
512	3.920	1	1.939	0.040	0.107	5.007	0.003	1000
512	3.950	1	2.142	0.043	0.083	2.479	0.016	1000
512	3.970	1	2.320	0.043	0.066	2.840	0.017	1000
512	4.000	1	2.587	0.045	0.049	2.501	0.016	1000
512	4.020	1	2.755	0.047	0.050	2.892	0.011	1000
512	4.070	1	3.276	0.050	0.019	3.300	0.021	1000
512	3.800	5	0.210	0.015	0.815	13.944	0.127	1000
512	3.840	5	0.311	0.018	0.734	13.507	0.121	1000
512	3.870	5	0.390	0.021	0.692	14.125	0.127	1000
512	3.920	5	0.599	0.023	0.539	15.785	0.114	1000
512	3.940	5	0.662	0.025	0.513	15.602	0.108	1000
512	3.960	5	0.726	0.026	0.469	15.167	0.105	1000
512	3.980	5	0.841	0.028	0.408	15.845	0.100	1000
512	4.000	5	0.959	0.030	0.364	15.905	0.099	1000
512	4.020	5	1.050	0.031	0.327	17.547	0.093	1000
512	4.040	5	1.217	0.033	0.263	17.903	0.083	1000
512	4.055	5	1.334	0.034	0.228	19.345	0.092	1000
512	4.070	5	1.485	0.037	0.197	17.302	0.086	1000
512	4.080	5	1.534	0.034	0.173	21.994	0.090	1000
512	4.100	5	1.690	0.038	0.158	22.290	0.086	1000
512	4.120	5	1.849	0.040	0.142	19.148	0.069	1000
512	4.150	5	2.098	0.041	0.094	23.630	0.111	1000
512	4.200	5	2.621	0.045	0.052	22.900	0.051	1000
512	3.970	10	0.481	0.021	0.608	27.452	0.314	1000
512	4.020	10	0.731	0.025	0.457	30.617	0.305	1000
512	4.040	10	0.832	0.027	0.401	29.832	0.285	1000
512	4.060	10	0.983	0.030	0.351	33.493	0.276	1000
512	4.080	10	1.129	0.032	0.294	34.598	0.254	1000
512	4.100	10	1.266	0.033	0.260	35.407	0.243	1000
512	4.120	10	1.416	0.035	0.218	34.112	0.233	1000
512	4.140	10	1.581	0.036	0.178	36.865	0.221	1000
512	4.170	10	1.787	0.037	0.126	36.386	0.185	1000
512	4.220	10	2.288	0.042	0.083	39.787	0.178	1000
1024	3.750	1	0.749	0.028	0.477	10.153	0.031	1000
1024	3.800	1	1.028	0.032	0.347	9.815	0.033	1000
1024	3.820	1	1.213	0.034	0.284	9.946	0.033	1000
1024	3.840	1	1.353	0.036	0.234	10.097	0.035	1000
1024	3.860	1	1.551	0.037	0.186	10.254	0.033	1000
1024	3.880	1	1.716	0.039	0.167	10.370	0.031	1000
1024	3.900	1	1.949	0.042	0.119	11.168	0.033	1000
1024	3.920	1	2.186	0.046	0.102	12.531	0.038	1000
1024	3.950	1	2.548	0.048	0.056	12.519	0.046	1000
1024	3.970	1	2.788	0.049	0.038	13.552	0.017	1000
1024	4.000	1	3.163	0.053	0.035	13.350	0.042	1000
1024	4.020	1	3.455	0.053	0.020	291.587	8.798	1000
1024	4.070	1	4.307	0.061	0.008	12.966	0.036	1000
1024	3.800	5	0.098	0.010	0.908	41.920	0.450	1000
1024	3.840	5	0.172	0.014	0.851	45.564	0.472	1000
1024	3.870	5	0.235	0.017	0.806	46.522	0.465	1000
1024	3.920	5	0.475	0.023	0.639	55.326	0.453	1000
1024	3.940	5	0.586	0.026	0.580	56.651	0.446	1000
1024	3.960	5	0.712	0.027	0.506	59.811	0.415	1000
1024	3.980	5	0.888	0.032	0.431	67.050	0.402	1000
1024	4.000	5	1.048	0.033	0.362	68.645	0.403	1000
1024	4.020	5	1.237	0.035	0.305	70.617	0.350	1000
1024	4.040	5	1.422	0.037	0.241	71.371	0.336	1000
1024	4.055	5	1.612	0.039	0.196	73.880	0.279	1000
1024	4.070	5	1.767	0.043	0.184	73.495	0.266	1000
1024	4.080	5	1.978	0.045	0.139	72.907	0.314	1000
1024	4.100	5	2.153	0.044	0.100	77.764	0.207	1000
1024	4.120	5	2.545	0.048	0.067	76.084	0.217	1000
1024	4.150	5	3.065	0.052	0.036	76.904	0.252	1000
1024	4.200	5	4.022	0.057	0.009	83.259	0.305	1000
1024	3.970	10	0.399	0.021	0.694	94.686	1.220	1000
1024	4.020	10	0.704	0.028	0.506	113.420	1.188	1000
1024	4.040	10	0.834	0.030	0.455	127.882	1.160	1000
1024	4.060	10	1.066	0.033	0.373	134.133	1.123	1000
1024	4.080	10	1.340	0.039	0.292	139.226	1.023	1000
1024	4.100	10	1.528	0.039	0.223	145.939	0.901	1000
1024	4.120	10	1.797	0.041	0.158	148.761	2.009	1000
1024	4.140	10	2.187	0.046	0.110	154.221	0.653	1000
1024	4.170	10	2.727	0.049	0.062	159.072	0.552	1000
1024	4.220	10	3.607	0.055	0.018	164.503	0.399	1000
2048	3.750	1	0.456	0.022	0.637	67.190	0.578	1000
2048	3.800	1	0.757	0.027	0.452	47.842	0.148	1000
2048	3.820	1	0.913	0.030	0.393	63.531	0.778	1000
2048	3.840	1	1.142	0.035	0.324	49.902	0.153	1000
2048	3.860	1	1.344	0.037	0.268	69.756	0.720	1000
2048	3.880	1	1.609	0.041	0.194	53.241	0.155	1000
2048	3.900	1	1.808	0.042	0.168	54.888	0.115	1000
2048	3.920	1	2.180	0.048	0.110	55.575	0.106	1000
2048	3.950	1	2.719	0.054	0.067	54.289	0.184	1000
2048	3.970	1	3.135	0.057	0.050	1252.782	30.991	1000
2048	4.000	1	3.837	0.063	0.024	58.362	0.100	1000
2048	4.020	1	4.458	0.066	0.016	56.577	0.139	1000
2048	4.070	1	5.783	0.072	0.003	510.650	28.883	1000
2048	4.120	1	7.519	0.171	0.005	2624.910	9.510	189
2048	3.800	5	0.021	0.005	0.981	132.558	1.630	1000
2048	3.840	5	0.045	0.007	0.959	162.789	2.065	1000
2048	3.870	5	0.100	0.011	0.914	169.172	1.938	1000
2048	3.920	5	0.247	0.017	0.806	208.991	1.978	1000
2048	3.940	5	0.369	0.022	0.730	219.014	2.014	1000
2048	3.960	5	0.518	0.025	0.619	238.228	1.928	1000
2048	3.980	5	0.751	0.031	0.534	250.793	1.740	1000
2048	4.000	5	0.996	0.035	0.419	258.988	1.724	1000
2048	4.020	5	1.302	0.041	0.326	281.059	1.443	1000
2048	4.040	5	1.615	0.044	0.228	292.706	1.176	1000
2048	4.055	5	1.980	0.049	0.168	322.172	2.152	1000
2048	4.070	5	2.251	0.054	0.142	1528.849	125.512	897
2048	4.080	5	2.599	0.056	0.102	300.905	1.242	1000
2048	4.100	5	3.068	0.058	0.065	325.437	1.474	1000
2048	4.120	5	3.722	0.063	0.032	680.966	69.005	1000
2048	4.150	5	4.660	0.069	0.010	320.780	0.721	1000
2048	4.200	5	6.427	0.073	0.001	317.562	0.650	1000
2048	3.970	10	0.203	0.015	0.829	361.331	6.938	1000
2048	4.020	10	0.607	0.028	0.593	462.494	6.405	1000
2048	4.040	10	0.860	0.034	0.482	523.683	7.089	990
2048	4.060	10	1.233	0.042	0.362	668.935	21.355	929
2048	4.080	10	1.612	0.050	0.279	640.011	9.497	881
2048	4.100	10	2.013	0.054	0.176	661.249	7.562	860
2048	4.120	10	2.607	0.057	0.102	642.371	5.342	939
2048	4.140	10	3.075	0.064	0.077	649.988	7.754	869
2048	4.170	10	4.017	0.075	0.029	746.628	20.363	726
2048	4.220	10	5.887	0.086	0.003	663.171	4.118	715
4096	3.750	1	0.149	0.013	0.869	181.610	0.815	1000
4096	3.800	1	0.388	0.022	0.709	202.044	0.683	1000
4096	3.820	1	0.526	0.025	0.618	255.089	3.039	1000
4096	3.840	1	0.658	0.027	0.556	214.385	0.570	1000
4096	3.860	1	0.890	0.033	0.454	218.807	0.528	1000
4096	3.880	1	1.261	0.039	0.332	246.670	2.124	1000
4096	3.900	1	1.589	0.044	0.235	228.931	0.376	1000
4096	3.920	1	2.003	0.048	0.154	231.240	0.468	1000
4096	3.940	1	2.680	0.178	0.000	9859.440	46.372	50
4096	3.950	1	2.789	0.057	0.081	233.124	0.476	1000
4096	3.960	1	3.306	0.258	0.061	9954.612	54.328	49
